token,n
roxa,1
roxas,1
roxo,1
rrrrrrrrrrroooooooooooouuuuuuuuuummmmmmm,1
rubor,1
ruminante,1
rumor,1
russas,1
ruth,1
rutilantes,1
sã,1
sabendo,1
sabetudo,1
sábias,1
sábios,1
sabor,1
saborosas,1
sabugo,1
sacada,1
sacadas,1
sacas,1
sacerdotes,1
saciarse,1
sacolinha,1
sacramento,1
sacrilégio,1
sacrílego,1
sadia,1
sádico,1
safado,1
saibrosas,1
saio,1
saitafernes,1
salém,1
salinha,1
salles,1
salões,1
salvação,1
salvatore,1
samburá,1
samu,1
sangramento,1
sangrento,1
sanguinário,1
sanguinários,1
sanguíneos,1
sanidade,1
santeria,1
santidade,1
santificação,1
santíssima,1
santíssimo,1
santontôin,1
sapiência,1
sapos,1
sapucaio,1
sarau,1
saraus,1
sardenta,1
sarjetas,1
sásamo,1
satisfeitíssimo,1
saturnália,1
sc,1
schiavo,1
sebastião,1
sebento,1
secura,1
sedan,1
sedentas,1
seduziu,1
sefer,1
seguese,1
seguidas,1
seguido,1
seguidores,1
seguintes,1
segurança,1
seguro,1
seiva,1
selas,1
selvagem,1
semelhança,1
semgraça,1
semianalfabeto,1
semidegolados,1
semihelicoidal,1
seminarista,1
semírames,1
semítica,1
sempre,1
semvergonha,1
senado,1
senador,1
sêneca,1
senha,1
senhorial,1
senil,1
sensuais,1
sentadinha,1
sentadinhas,1
sentarse,1
sentemonos,1
sentindome,1
sentindose,1
sentinela,1
sentinelas,1
sepulcro,1
sepultálo,1
sepultura,1
sepulturas,1
seqüela,1
sequencia,1
seqüência,1
serafim,1
serenata,1
serenatas,1
seresteiro,1
série,1
sérios,1
serpente,1
serpentinas,1
serrotes,1
serviao,1
serviase,1
serviçais,1
servindose,1
sessenta,1
severo,1
sevícias,1
sifilíticas,1
significa,1
significado,1
sílaba,1
silencioso,1
silentes,1
silvestres,1
similar,1
simpatias,1
simpática,1
simpático,1
simplistas,1
simplória,1
simplórias,1
simultâneas,1
sinceros,1
síncope,1
singela,1
sinhazinha,1
sinos,1
sinuosas,1
sinuoso,1
siriguelas,1
síriolibanês,1
sistema,1
sisudo,1
soberbos,1
sobra,1
sobrancelhas,1
sobrenaturais,1
sobressaltados,1
sobrevivente,1
sobreviventes,1
socialite,1
socialites,1
sociedade,1
soco,1
sofrer,1
sofrido,1
sofrimentos,1
soín,1
solavanco,1
soldado,1
soldados,1
solenes,1
solenidade,1
sólido,1
solta,1
solteiro,1
solto,1
soltura,1
soluço,1
soluços,1
somas,1
sombreada,1
sombreadas,1
sombreados,1
sombrio,1
sombrios,1
somos,1
sonâmbulo,1
sonolenta,1
sonolentas,1
sonolento,1
sonoro,1
sonoros,1
sonsos,1
sopé,1
sórdidos,1
soropositivo,1
sorridentes,1
sorrisinho,1
sorriume,1
sortida,1
sortido,1
sós,1
sossego,1
sotaina,1
sotaque,1
sousa,1
sozinha,1
stf,1
strigoi,1
suada,1
suado,1
suaves,1
submetendoa,1
submundo,1
subsaariana,1
subserviente,1
subsistência,1
substância,1
sucessivos,1
sufocamento,1
sufocante,1
suicida,1
suicidouse,1
suínos,1
sujeira,1
sujeiras,1
sujeitaivos,1
sujeitos,1
sujinho,1
sujos,1
sumana,1
sumira,1
sumo,1
suores,1
super,1
superação,1
supérfluas,1
superiora,1
superstições,1
suplícios,1
supõenos,1
suporte,1
suposta,1
surdo,1
surgindo,1
surpreendente,1
surrão,1
surravase,1
surrões,1
suspeita,1
suspeitas,1
suspeitavase,1
suspiros,1
sustenido,1
ta,1
tabaco,1
tabefe,1
tabulae,1
tabuleiro,1
taco,1
talheres,1
tamanhão,1
tamborete,1
tamuz,1
tangente,1
tangerina,1
tangerinos,1
tantas,1
tanzânia,1
tao,1
tarado,1
tato,1
tauape,1
tauus,1
taxativa,1
técnico,1
teimosia,1
teimoso,1
teimosos,1
têla,1
telefonema,1
telhados,1
telhas,1
tema,1
temas,1
temido,1
temíveis,1
tempero,1
temperos,1
tempestuoso,1
tempestuosos,1
temporais,1
tenacidade,1
tenaz,1
tenhais,1
tentativa,1
tento,1
teor,1
teoria,1
teorias,1
terçafeira,1
tércio,1
terme,1
terminal,1
terminô,1
término,1
terracota,1
terremoto,1
terrenas,1
terri,1
terry,1
terse,1
tesa,1
tesouras,1
tesouros,1
testemunhos,1
tetracloreto,1
tetragrama,1
teus,1
textos,1
theatro,1
tiara,1
tíbias,1
tigela,1
tigipió,1
tijolos,1
timóteo,1
tina,1
tingido,1
tinha,1
tino,1
tinto,1
tios,1
típica,1
tiquinho,1
tira,1
tiracolo,1
títulos,1
to,1
tocaia,1
tocálo,1
tocasse,1
tocha,1
todinha,1
todo,1
todopoderoso,1
togado,1
tolhas,1
tolos,1
tomado,1
tomo,1
tona,1
tonéis,1
toneladas,1
tontas,1
tonto,1
topo,1
tórax,1
tormentas,1
tornálo,1
tornandoo,1
tornarse,1
torpor,1
torrente,1
torresmo,1
tortas,1
torto,1
tortuosos,1
tortura,1
torturas,1
tosco,1
totalidade,1
totemismo,1
trabaidô,1
trabaio,1
trabalhadeira,1
trabalhador,1
traçado,1
traço,1
traços,1
tradições,1
traduzame,1
traduzi,1
tráfego,1
tráfico,1
traga,1
tragadouro,1
trágica,1
tragicomédia,1
trago,1
traíras,1
trajano,1
trajes,1
trama,1
trambiqueiros,1
trambolhões,1
tramoso,1
trancandoa,1
tranqueira,1
tranquila,1
tranquilas,1
tranqüilo,1
tranquilos,1
transbordante,1
transeunte,1
transferência,1
transitórias,1
translúcida,1
translúcidas,1
transmutação,1
transpus,1
traquinos,1
traseiras,1
tratado,1
tratálo,1
trato,1
traumático,1
travestis,1
traz,1
treco,1
trégua,1
trejeitos,1
tremeliques,1
tremendo,1
tremia,1
trempes,1
trêmula,1
tricampeão,1
trilha,1
trinado,1
trinca,1
trincheiras,1
tripa,1
tripé,1
tripulação,1
tripulantes,1
triz,1
trocado,1
troféu,1
tromba,1
trombeta,1
trombuda,1
tronquilo,1
tropa,1
tropeços,1
trôpegos,1
tropical,1
trópicos,1
trote,1
trovão,1
ts,1
tse,1
tubo,1
túnel,1
turbilhão,1
turista,1
udas,1
ufologia,1
ultimas,1
uma,1
úmida,1
úmidos,1
une,1
unha,1
unhão,1
união,1
unibus,1
únicas,1
unidade,1
unidos,1
unifor,1
urbana,1
usálo,1
usurário,1
uti,1
utilizandose,1
vacilante,1
vadios,1
vaga,1
vagabundo,1
vagarosa,1
vagos,1
vaia,1
vaidade,1
vaidades,1
valentão,1
valhamindeus,1
valiosas,1
valioso,1
valorzinho,1
válvula,1
vampirescos,1
vampiros,1
vangloriavase,1
vantagem,1
vãos,1
varandas,1
variedade,1
vasos,1
vastidão,1
vaticano,1
vaticínio,1
vê,1
veículo,1
vêla,1
velhacadas,1
velhice,1
velhinhos,1
velórios,1
vêlos,1
veludo,1
vendi,1
venenosa,1
venenosas,1
veneração,1
veno,1
vens,1
ventilação,1
ventoinha,1
ventos,1
venturosa,1
verbal,1
verdadeira,1
verdura,1
veredas,1
vergonhoso,1
verídicos,1
verme,1
vermelhoalaranjado,1
vermes,1
verte,1
vespertinas,1
vestibular,1
vestidinho,1
vestígios,1
vestiuse,1
vexatória,1
via,1
viadagem,1
viado,1
viaje,1
vias,1
viciado,1
vício,1
vícios,1
vidinha,1
vigência,1
vigente,1
vigilante,1
vigor,1
vinda,1
vingativo,1
violação,1
violeiro,1
violentíssimos,1
violento,1
virada,1
vires,1
virgem,1
virgílio,1
viril,1
virilhas,1
virtude,1
visagem,1
viscoso,1
visitálo,1
visitante,1
visitantes,1
visitas,1
visto,1
vistosa,1
visuais,1
vital,1
vitia,1
vitral,1
vitrines,1
viu,1
viuse,1
viuvez,1
viúvo,1
vivacidade,1
vivente,1
vivesses,1
vivia,1
vívido,1
vivo,1
vó,1
voa,1
voadores,1
vocês,1
vodu,1
voláteis,1
volátil,1
vôle,1
volto,1
volume,1
volumes,1
volúpia,1
volúpias,1
voos,1
voragem,1
vórtice,1
vosmicê,1
votado,1
vultoso,1
wallis,1
whisky,1
white,1
xarope,1
xecápi,1
xiii,1
xix,1
xúbertes,1
xviii,1
yateveo,1
ypióca,1
yyogoladinas,1
zack,1
zapzap,1
zelador,1
zenith,1
zeza,1
zidovudina,1
ziendaz,1
zoada,1
zombeteiros,1
zôme,1
zonza,1
zumzumzum,1
